Date,Open,High,Low,Close,Adj Close,Volume,ups and down
3/22/2016,105.25,107.290001,105.209999,106.720001,101.339943,32444400,0.809997
3/23/2016,106.480003,107.07,105.900002,106.129997,100.779694,25703500,-0.590004
3/24/2016,105.470001,106.25,104.889999,105.669998,100.342873,26133000,-0.459999
3/28/2016,106,106.190002,105.059998,105.190002,99.887093,19411400,-0.479996
3/29/2016,104.889999,107.790001,104.879997,107.68,102.251556,31190100,2.489998
3/30/2016,108.650002,110.419998,108.599998,109.559998,104.036758,45601100,1.879998
3/31/2016,109.720001,109.900002,108.879997,108.989998,103.495514,25888400,-0.57
4/1/2016,108.779999,110,108.199997,109.989998,104.445091,25874000,1
4/4/2016,110.419998,112.190002,110.269997,111.120003,105.518127,37356200,1.130005
4/5/2016,109.510002,110.730003,109.419998,109.809998,104.274162,26578700,-1.310005
4/6/2016,110.230003,110.980003,109.199997,110.959999,105.366203,26404100,1.150001
4/7/2016,109.949997,110.419998,108.120003,108.540001,103.068192,31801900,-2.419998
4/8/2016,108.910004,109.769997,108.169998,108.660004,103.182144,23581700,0.120003
4/11/2016,108.970001,110.610001,108.830002,109.019997,103.523987,29407500,0.359993
4/12/2016,109.339996,110.5,108.660004,110.440002,104.872406,27232300,1.420005
